lesson,order,title,jlpt,type,pattern,meaning_vi,usage,notes,examples,quiz
11,1,Cách dùng số đếm trong câu,N5,basic,N + Trợ từ + Số đếm + V,Có/Làm bao nhiêu N,Dùng để chỉ số lượng cụ thể của đồ vật hoặc con người trong một hành động.,Số đếm thường đặt sau trợ từ và trước động từ. Từ 11 trở đi dùng số đếm thông thường.,"[{""jp"": ""机の上に 本が 5冊あります。"", ""vi"": ""Trên bàn có 5 quyển sách.""}, {""jp"": ""箱の中に 猫が 4匹います。"", ""vi"": ""Trong hộp có 4 con mèo.""}]","[{""question"": {""segments"": [{""kanji"": ""机"", ""reading"": ""つくえ""}, {""text"": ""の""}, {""kanji"": ""上"", ""reading"": ""うえ""}, {""text"": ""に ""}, {""kanji"": ""本"", ""reading"": ""ほん""}, {""text"": ""が 5 ___ あります。""}]}, ""choices"": [""冊 (satsu)"", ""枚 (mai)"", ""台 (dai)""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""箱"", ""reading"": ""はこ""}, {""text"": ""の""}, {""kanji"": ""中"", ""reading"": ""なか""}, {""text"": ""に ""}, {""kanji"": ""猫"", ""reading"": ""ねこ""}, {""text"": ""が 4 ___ います。""}]}, ""choices"": [""本 (hon)"", ""匹 (hiki)"", ""個 (ko)""], ""answer"": 1}, {""question"": {""segments"": [{""kanji"": ""消"", ""reading"": ""け""}, {""text"": ""しゴムを 6 ___ ""}, {""kanji"": ""買"", ""reading"": ""か""}, {""text"": ""います。""}]}, ""choices"": [""個 (ko)"", ""枚 (mai)"", ""冊 (satsu)""], ""answer"": 0}]"
11,2,Câu hỏi về số lượng,N5,basic,N + Trợ từ + [Từ để hỏi số lượng] + Vか,Có/Làm bao nhiêu N?,Dùng khi muốn hỏi về số lượng của một đối tượng cụ thể.,"Các từ để hỏi phổ biến: いくつ (đồ vật chung), 何人 (người), 何枚 (tờ), 何本 (vật dài)...","[{""jp"": ""りんごが いくつありますか。"", ""vi"": ""Có bao nhiêu quả táo?""}, {""jp"": ""チョコレートを いくつもらいましたか。"", ""vi"": ""Bạn đã nhận được bao nhiêu cái sô cô la?""}]","[{""question"": {""segments"": [{""text"": ""りんごが ___ ありますか。""}]}, ""choices"": [""いくつ"", ""どのくらい"", ""どこ""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""チョコレートを ___ もらいましたか。""}]}, ""choices"": [""いくつ"", ""何人"", ""何枚""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""封筒"", ""reading"": ""ふうとう""}, {""text"": ""を ___ ""}, {""kanji"": ""買"", ""reading"": ""か""}, {""text"": ""いましたか。""}]}, ""choices"": [""何枚"", ""何冊"", ""何台""], ""answer"": 0}]"
11,3,Hỏi khoảng thời gian,N5,basic,どのくらい Vますか,Làm V trong bao lâu?,Dùng để hỏi về độ dài thời gian thực hiện một hành động hoặc thời gian cần thiết để đi chuyển.,Câu trả lời thường dùng: [Thời gian] + ぐらい (khoảng).,"[{""jp"": ""どのくらい 日本語を 勉強しましたか。"", ""vi"": ""Bạn đã học tiếng Nhật trong bao lâu?""}, {""jp"": ""1日 8時間ぐらい 働きます。"", ""vi"": ""Mỗi ngày tôi làm việc khoảng 8 tiếng.""}]","[{""question"": {""segments"": [{""text"": ""___ ""}, {""kanji"": ""日本語"", ""reading"": ""にほんご""}, {""text"": ""を ""}, {""kanji"": ""勉強"", ""reading"": ""べんきょう""}, {""text"": ""しましたか。""}]}, ""choices"": [""どのくらい"", ""いくつ"", ""なに""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""1""}, {""kanji"": ""日"", ""reading"": ""にち""}, {""text"": "" 8""}, {""kanji"": ""時間"", ""reading"": ""じかん""}, {""text"": "" ___ ""}, {""kanji"": ""働"", ""reading"": ""はたら""}, {""text"": ""きます。""}]}, ""choices"": [""ぐらい"", ""だけで"", ""ごろ""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""ベトナムから ""}, {""kanji"": ""日本"", ""reading"": ""にほん""}, {""text"": ""まで どのくらい ___ か。""}]}, ""choices"": [""かかります"", ""あります"", ""います""], ""answer"": 0}]"
11,4,Tần suất thực hiện hành động,N5,basic,[Thời gian] に [Số lần] Vます,Làm V ~ lần trong một khoảng thời gian,Dùng để diễn tả tần suất lặp lại của một hành động.,Câu hỏi dùng từ để hỏi: 何回 (nankai).,"[{""jp"": ""1日に 3回 この薬を 飲みます。"", ""vi"": ""Một ngày uống thuốc này 3 lần.""}, {""jp"": ""1ヶ月に 1回 映画館へ 行きます。"", ""vi"": ""Một tháng đi xem phim 1 lần.""}]","[{""question"": {""segments"": [{""text"": ""1""}, {""kanji"": ""日"", ""reading"": ""にち""}, {""text"": "" ___ 3""}, {""kanji"": ""回"", ""reading"": ""かい""}, {""text"": "" ""}, {""kanji"": ""薬"", ""reading"": ""くすり""}, {""text"": ""を""}, {""kanji"": ""飲"", ""reading"": ""の""}, {""text"": ""みます。""}]}, ""choices"": [""を"", ""に"", ""が""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""1""}, {""kanji"": ""ヶ月"", ""reading"": ""かげつ""}, {""text"": "" ___ 2""}, {""kanji"": ""回"", ""reading"": ""かい""}, {""text"": "" ""}, {""kanji"": ""映画館"", ""reading"": ""えいがかん""}, {""text"": ""へ""}, {""kanji"": ""行"", ""reading"": ""い""}, {""text"": ""きます。""}]}, ""choices"": [""に"", ""で"", ""へ""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""1""}, {""kanji"": ""年"", ""reading"": ""ねん""}, {""text"": "" ___ ""}, {""kanji"": ""何回"", ""reading"": ""なんかい""}, {""text"": "" ""}, {""kanji"": ""国"", ""reading"": ""くに""}, {""text"": ""へ""}, {""kanji"": ""帰"", ""reading"": ""かえ""}, {""text"": ""りますか。""}]}, ""choices"": [""に"", ""も"", ""を""], ""answer"": 0}]"
11,5,Giới hạn số lượng (Chỉ),N5,basic,Lượng từ / Danh từ + だけ,Chỉ ~,"Dùng để giới thiệu về một mức độ giới hạn, ngoài ra không có cái khác.",Có thể đi sau cả lượng từ hoặc danh từ.,"[{""segments"": [{""kanji"": ""休"", ""reading"": ""やす""}, {""text"": ""みは ""}, {""kanji"": ""日曜日"", ""reading"": ""にちようび""}, {""text"": ""だけです。""}], ""vi"": ""Ngày nghỉ chỉ có Chủ Nhật thôi.""}, {""segments"": [{""text"": ""1つだけ ""}, {""kanji"": ""買"", ""reading"": ""か""}, {""text"": ""いました。""}], ""vi"": ""Tôi chỉ mua 1 cái thôi.""}]","[{""question"": {""segments"": [{""kanji"": ""休"", ""reading"": ""やす""}, {""text"": ""みは ""}, {""kanji"": ""日曜日"", ""reading"": ""にちようび""}, {""text"": "" ___ です。""}]}, ""choices"": [""だけ"", ""ほど"", ""くらい""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""1つ ___ ""}, {""kanji"": ""買"", ""reading"": ""か""}, {""text"": ""いました。""}]}, ""choices"": [""だけ"", ""を"", ""が""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""家族"", ""reading"": ""かぞく""}, {""text"": ""の""}, {""kanji"": ""中"", ""reading"": ""なか""}, {""text"": ""で ""}, {""kanji"": ""私"", ""reading"": ""わたし""}, {""text"": "" ___ ""}, {""kanji"": ""勉強"", ""reading"": ""べんきょう""}, {""text"": ""します。""}]}, ""choices"": [""だけ"", ""でも"", ""より""], ""answer"": 0}]"
12,1,Quá khứ của tính từ đuôi な và danh từ,N5,basic,N / A(na) でした ・ じゃありませんでした,Đã là N/A... / Đã không là N/A...,Dùng để diễn tả trạng thái hoặc tính chất trong quá khứ của danh từ hoặc tính từ đuôi な.,Thể phủ định còn có cách nói trang trọng hơn là ではありませんでした.,"[{""segments"": [{""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": ""の""}, {""kanji"": ""天気"", ""reading"": ""てんき""}, {""text"": ""は ""}, {""kanji"": ""雨"", ""reading"": ""あめ""}, {""text"": ""でした。""}], ""vi"": ""Thời tiết hôm qua đã là mưa.""}, {""segments"": [{""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": ""の""}, {""kanji"": ""試験"", ""reading"": ""しけん""}, {""text"": ""は ""}, {""kanji"": ""簡単"", ""reading"": ""かんたん""}, {""text"": ""じゃありませんでした。""}], ""vi"": ""Kỳ thi ngày hôm qua đã không đơn giản.""}]","[{""question"": {""segments"": [{""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": ""は ""}, {""kanji"": ""日曜日"", ""reading"": ""にちようび""}, {""text"": "" ___ 。""}]}, ""choices"": [""でした"", ""かったです"", ""あります""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""試験"", ""reading"": ""しけん""}, {""text"": ""は ""}, {""kanji"": ""簡単"", ""reading"": ""かんたん""}, {""text"": "" ___ 。""}]}, ""choices"": [""でした"", ""かったです"", ""くないです""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": ""は ""}, {""kanji"": ""暇"", ""reading"": ""ひま""}, {""text"": "" ___ 。""}]}, ""choices"": [""じゃありませんでした"", ""くなかったです"", ""くないでした""], ""answer"": 0}]"
12,2,Quá khứ của tính từ đuôi い,N5,basic,A(い) かったです ・ くなかったです,Đã ... / Đã không ...,Dùng để diễn tả trạng thái hoặc tính chất trong quá khứ của tính từ đuôi い.,"Đổi đuôi ""い"" thành ""katta"" cho khẳng định và ""kunakatta"" cho phủ định.","[{""segments"": [{""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": ""は ""}, {""kanji"": ""涼"", ""reading"": ""すず""}, {""text"": ""しかったです。""}], ""vi"": ""Hôm qua đã mát mẻ.""}, {""segments"": [{""text"": ""おとといのパーティーは あまり ""}, {""kanji"": ""楽"", ""reading"": ""たの""}, {""text"": ""しくなかったです。""}], ""vi"": ""Bữa tiệc hôm kia đã không vui lắm.""}]","[{""question"": {""segments"": [{""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": ""は ""}, {""kanji"": ""暑"", ""reading"": ""あつ""}, {""text"": "" ___ です。""}]}, ""choices"": [""かったです"", ""でした"", ""くないでした""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""パーティーは ""}, {""kanji"": ""楽"", ""reading"": ""たの""}, {""text"": ""しく ___ です。""}]}, ""choices"": [""なかった"", ""かったです"", ""かった""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""試験"", ""reading"": ""しけん""}, {""text"": ""は ""}, {""kanji"": ""難"", ""reading"": ""むずか""}, {""text"": ""しく ___ です。""}]}, ""choices"": [""なかった"", ""かったです"", ""くない""], ""answer"": 0}]"
12,3,So sánh hơn (Comparative),N5,basic,N1 は N2 より A です。,"N1 ""tính từ"" hơn N2","Dùng khi muốn so sánh đặc điểm, tính chất giữa hai danh từ với nhau.",Có thể thêm よりずっと để nhấn mạnh sự chênh lệch (hơn hẳn).,"[{""segments"": [{""kanji"": ""飛行機"", ""reading"": ""ひこうき""}, {""text"": ""は バイクより ずっと""}, {""kanji"": ""速"", ""reading"": ""はや""}, {""text"": ""いです。""}], ""vi"": ""Máy bay nhanh hơn hẳn xe máy.""}, {""segments"": [{""kanji"": ""中国"", ""reading"": ""ちゅうごく""}, {""text"": ""は ベトナムより ""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""が""}, {""kanji"": ""多"", ""reading"": ""おお""}, {""text"": ""いです。""}], ""vi"": ""Trung Quốc đông dân hơn Việt Nam.""}]","[{""question"": {""segments"": [{""kanji"": ""中国"", ""reading"": ""ちゅうごく""}, {""text"": ""は ベトナム ___ ""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""が""}, {""kanji"": ""多"", ""reading"": ""おお""}, {""text"": ""いです。""}]}, ""choices"": [""より"", ""から"", ""まで""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""サッカーは テニス ___ おもしろいです。""}]}, ""choices"": [""より"", ""から"", ""と""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""京都"", ""reading"": ""きょうと""}, {""text"": ""は ""}, {""kanji"": ""東京"", ""reading"": ""とうきょう""}, {""text"": "" ___ ""}, {""kanji"": ""暖"", ""reading"": ""あたた""}, {""text"": ""かい""}, {""kanji"": ""町"", ""reading"": ""まち""}, {""text"": ""です。""}]}, ""choices"": [""より"", ""ほうが"", ""は""], ""answer"": 0}]"
12,4,So sánh lựa chọn (Which is more?),N5,basic,N1 と N2 と どちらが A ですか。,"N1 và N2 thì cái nào ""tính từ"" hơn?",Dùng khi muốn so sánh hai danh từ và đưa ra sự lựa chọn hơn kém.,Câu trả lời thường dùng mẫu: N のほうが ～. Nếu cả hai như nhau thì trả lời どちらも ～.,"[{""segments"": [{""kanji"": ""日本語"", ""reading"": ""にほんご""}, {""text"": ""と""}, {""kanji"": ""英語"", ""reading"": ""えいご""}, {""text"": ""とどちらが""}, {""kanji"": ""難"", ""reading"": ""むずか""}, {""text"": ""しいですか。""}], ""vi"": ""Tiếng Nhật và tiếng Anh cái nào khó hơn?""}, {""segments"": [{""kanji"": ""山"", ""reading"": ""やま""}, {""text"": ""より うみのほうが ""}, {""kanji"": ""好"", ""reading"": ""す""}, {""text"": ""きです。""}], ""vi"": ""Tôi thích biển hơn núi.""}]","[{""question"": {""segments"": [{""kanji"": ""海"", ""reading"": ""うみ""}, {""text"": ""と""}, {""kanji"": ""山"", ""reading"": ""やま""}, {""text"": ""と ___ が""}, {""kanji"": ""好"", ""reading"": ""す""}, {""text"": ""きですか。""}]}, ""choices"": [""どちら"", ""だれ"", "" đâu""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""夏"", ""reading"": ""なつ""}, {""text"": ""と""}, {""kanji"": ""冬"", ""reading"": ""ふゆ""}, {""text"": ""とどちらが""}, {""kanji"": ""暑"", ""reading"": ""あつ""}, {""text"": ""いですか。... ""}, {""kanji"": ""夏"", ""reading"": ""なつ""}, {""text"": "" ___ ""}, {""kanji"": ""暑"", ""reading"": ""あつ""}, {""text"": ""いです。""}]}, ""choices"": [""のほうが"", ""より"", ""から""], ""answer"": 0}, {""question"": {""segments"": [{""text"": "" ___ も ""}, {""kanji"": ""難"", ""reading"": ""むずか""}, {""text"": ""しいです (Cả hai đều khó)。""}]}, ""choices"": [""どちら"", ""だれ"", ""なに""], ""answer"": 0}]"
12,5,So sánh nhất (Superlative),N5,basic,N (phạm vi) の中で [Từ để hỏi] が 一番 A ですか。,Trong phạm vi N thì ... là nhất?,"Dùng để xác định đối tượng có đặc điểm, tính chất nổi bật nhất trong một nhóm cụ thể.","Thường đi kèm các từ nghi vấn: なに (vật), どこ (địa điểm), だれ (người), いつ (thời gian).","[{""segments"": [{""text"": ""クラスの""}, {""kanji"": ""中"", ""reading"": ""なか""}, {""text"": ""で リンさんが ""}, {""kanji"": ""一番"", ""reading"": ""いちばん""}, {""kanji"": ""背"", ""reading"": ""せ""}, {""text"": ""が""}, {""kanji"": ""高"", ""reading"": ""たか""}, {""text"": ""いです。""}], ""vi"": ""Trong lớp Linh là người cao nhất.""}, {""segments"": [{""kanji"": ""日本"", ""reading"": ""にほん""}, {""text"": ""で どこが ""}, {""kanji"": ""一番"", ""reading"": ""いちばん""}, {""text"": ""にぎやかですか。""}], ""vi"": ""Ở Nhật Bản nơi nào náo nhiệt nhất?""}]","[{""question"": {""segments"": [{""text"": ""1""}, {""kanji"": ""年"", ""reading"": ""ねん""}, {""text"": ""で ___ が ""}, {""kanji"": ""一番暑"", ""reading"": ""いちばんあつ""}, {""text"": ""いですか。""}]}, ""choices"": [""いつ"", ""どこ"", ""だれ""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""日本"", ""reading"": ""にほん""}, {""text"": ""で どこ ___ ""}, {""kanji"": ""一番"", ""reading"": ""いちばん""}, {""text"": "" にぎやかですか。""}]}, ""choices"": [""が"", ""は"", ""を""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べ""}, {""kanji"": ""物"", ""reading"": ""もの""}, {""text"": ""の""}, {""kanji"": ""中"", ""reading"": ""なか""}, {""text"": ""で ""}, {""kanji"": ""何"", ""reading"": ""なに""}, {""text"": ""が ""}, {""kanji"": ""一番"", ""reading"": ""いちばん""}, {""text"": "" ___ ですか。""}]}, ""choices"": [""好き"", ""上手"", ""便利""], ""answer"": 0}]"
